id,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,FPs
TRAIN_0758,1.48,9.0,3.52,459.577,4,0,9,3.519,90.45,[0 0 0 ... 0 0 0]
TRAIN_0759,3.154,56.331,4.682,423.503,4,0,6,3.698,73.91,[0 0 0 ... 0 0 0]
TRAIN_0760,25.681,81.449,3.687,309.444,4,1,8,2.463,39.72,[0 0 0 ... 0 0 0]
TRAIN_0761,47.348,68.736,1.468,302.368,3,2,4,1.467,73.58,[0 0 0 ... 0 0 0]
TRAIN_0762,8.775,4.434,1.878,376.45,5,1,6,1.878,91.83,[0 0 0 ... 0 0 0]
TRAIN_0763,0.659,48.057,3.721,320.814,2,2,4,3.721,58.2,[0 0 0 ... 0 0 0]
TRAIN_0764,26.318,47.442,5.309,387.276,3,1,4,5.309,47.28,[0 0 0 ... 0 0 0]
TRAIN_0765,96.01,92.86,2.486,281.336,4,0,2,2.486,84.21,[0 0 0 ... 0 0 0]
TRAIN_0766,59.14,82.209,1.46,368.435,7,1,5,1.46,157.85,[0 0 0 ... 0 0 0]
TRAIN_0767,19.45,83.19,4.178,417.436,4,1,4,4.178,80.12,[0 0 0 ... 0 0 0]
TRAIN_0768,40.44,99.99,4.631,330.421,5,0,8,4.631,72.21,[0 0 0 ... 0 0 0]
TRAIN_0769,1.8,41.404,3.648,292.804,2,1,6,2.466,28.41,[0 0 0 ... 0 0 0]
TRAIN_0770,6.366,33.682,2.063,341.431,4,2,3,2.063,132.93,[0 0 0 ... 0 0 0]
TRAIN_0771,0.025,0.041,3.444,407.547,5,1,6,3.42,97.07,[0 0 0 ... 0 0 0]
TRAIN_0772,46.21,59.29,0.511,313.35,5,2,8,0.511,96.97,[0 0 0 ... 0 0 0]
TRAIN_0773,2.076,13.259,4.538,320.428,2,1,4,4.906,38.04,[0 0 0 ... 0 0 0]
TRAIN_0774,71.1,80.3,4.177,494.967,6,1,7,4.177,88.96,[0 0 0 ... 0 0 0]
TRAIN_0775,56.3,80.66,3.372,358.397,4,2,4,3.372,84.72,[0 0 0 ... 0 0 0]
TRAIN_0776,99.99,99.99,1.331,337.391,5,1,3,0.695,100.13,[0 0 0 ... 0 0 0]
TRAIN_0777,2.172,16.162,4.136,256.103,0,1,1,4.136,26.02,[0 0 0 ... 0 0 0]
TRAIN_0778,67.72,99.0,7.677,500.418,2,1,6,7.69,42.98,[0 0 0 ... 0 2 0]
TRAIN_0779,0.14,0.15,0.035,462.332,8,2,8,-0.55,105.53,[0 0 0 ... 0 0 0]
TRAIN_0780,17.61,99.99,2.043,316.395,4,2,4,1.856,61.8,[0 0 0 ... 0 0 0]
TRAIN_0781,52.89,26.16,3.969,293.317,3,2,4,2.523,70.16,[0 0 0 ... 0 0 0]
TRAIN_0782,77.653,95.99,2.562,415.463,6,3,4,2.568,153.44,[0 0 0 ... 0 0 0]
TRAIN_0783,27.162,95.111,3.814,325.752,4,2,1,3.71,86.57,[0 0 0 ... 0 0 0]
TRAIN_0784,62.51,92.88,1.037,328.389,4,0,3,1.05,84.98,[0 0 0 ... 0 0 0]
TRAIN_0785,70.709,99.128,3.371,333.387,3,2,4,3.373,79.63,[0 0 0 ... 0 0 0]
TRAIN_0786,0.005,0.006,4.152,379.535,3,1,4,2.748,32.7,[0 0 0 ... 0 0 0]
TRAIN_0787,97.39,99.0,0.033,302.328,4,2,3,0.045,87.32,[0 0 0 ... 0 0 0]
TRAIN_0788,8.82,0.33,4.68,421.944,4,1,4,4.681,136.81,[0 0 0 ... 0 0 0]
TRAIN_0789,64.298,90.56,-0.452,252.266,5,1,3,-0.452,67.87,[0 0 0 ... 0 0 0]
TRAIN_0790,7.365,49.003,3.899,554.56,5,1,8,2.974,96.18,[0 0 0 ... 0 0 0]
TRAIN_0791,0.1,0.27,3.698,349.362,3,2,4,3.424,71.84,[0 0 0 ... 0 0 0]
TRAIN_0792,1.333,9.615,3.036,291.408,3,2,8,1.844,69.73,[0 0 0 ... 0 0 0]
TRAIN_0793,25.76,36.03,3.317,347.367,4,2,5,3.317,83.55,[0 0 0 ... 0 0 0]
TRAIN_0794,88.192,94.691,0.268,266.339,4,2,3,0.268,82.11,[0 0 0 ... 0 0 0]
TRAIN_0795,97.31,98.55,-0.847,323.344,5,0,4,-0.847,79.39,[0 0 0 ... 0 0 0]
TRAIN_0796,62.269,99.9,3.067,302.304,4,4,3,2.408,97.82,[0 0 0 ... 0 0 0]
TRAIN_0797,84.28,85.0,1.7,273.266,3,2,4,1.906,75.59,[0 0 0 ... 0 0 0]
TRAIN_0798,61.536,92.341,1.613,284.374,3,1,4,1.614,74.86,[0 0 0 ... 0 0 0]
TRAIN_0799,0.02,1.3,4.047,336.247,1,1,4,3.706,53.41,[0 0 0 ... 0 0 0]
TRAIN_0800,99.99,99.99,2.12,297.761,3,2,3,2.12,98.79,[0 0 0 ... 0 0 1]
TRAIN_0801,2.9,39.28,3.652,308.374,3,0,7,3.689,44.12,[0 0 0 ... 0 0 0]
TRAIN_0802,2.2,20.4,1.805,354.446,3,0,3,1.801,56.75,[0 0 0 ... 0 0 0]
TRAIN_0803,3.242,2.039,3.469,442.51,3,2,7,3.469,79.36,[0 0 0 ... 0 0 0]
TRAIN_0804,15.493,60.794,3.55,284.393,2,0,0,3.55,34.14,[0 0 0 ... 0 0 0]
TRAIN_0805,30.455,51.601,2.978,415.42,4,1,4,2.98,80.12,[0 0 0 ... 0 0 0]
TRAIN_0806,36.99,59.55,3.339,442.372,10,7,4,2.924,177.14,[0 0 0 ... 0 0 0]
TRAIN_0807,12.238,81.465,2.591,298.29,5,1,3,2.582,64.99,[0 0 0 ... 0 0 0]
TRAIN_0808,29.231,13.601,1.317,324.738,3,1,2,1.317,65.0,[0 0 0 ... 0 0 0]
TRAIN_0809,62.367,46.76,6.687,613.167,6,2,8,6.686,121.99,[0 0 0 ... 0 0 0]
TRAIN_0810,0.05,0.34,4.809,466.577,4,1,8,4.8,60.14,[0 0 0 ... 0 0 0]
TRAIN_0811,99.99,99.99,1.654,408.404,7,1,5,1.005,98.19,[0 0 0 ... 0 0 0]
TRAIN_0812,0.04,4.1,4.547,332.439,1,1,6,4.547,36.1,[0 0 0 ... 0 0 0]
TRAIN_0813,44.37,99.08,3.995,391.508,4,2,5,3.995,130.93,[0 0 0 ... 0 0 0]
TRAIN_0814,84.82,99.0,3.429,371.473,4,1,5,3.429,63.69,[0 0 0 ... 0 0 0]
TRAIN_0815,82.54,99.99,-1.49,341.383,6,1,5,-1.073,114.05,[0 0 0 ... 0 0 0]
TRAIN_0816,3.25,2.54,3.873,392.926,4,2,7,3.873,86.8,[0 0 0 ... 0 0 0]
TRAIN_0817,0.75,0.75,2.704,339.388,5,0,7,2.707,78.11,[0 0 0 ... 0 0 0]
TRAIN_0818,47.719,57.667,1.599,316.33,3,1,6,1.599,60.56,[0 0 0 ... 0 0 0]
TRAIN_0819,86.802,96.87,-1.205,333.357,4,1,3,0.298,64.09,[0 0 0 ... 0 0 0]
TRAIN_0820,93.55,39.12,3.369,376.452,4,2,5,1.846,68.17,[0 0 0 ... 0 0 0]
TRAIN_0821,3.137,74.292,3.406,364.217,3,2,2,3.407,101.4,[0 0 0 ... 0 0 0]
TRAIN_0822,84.61,95.95,2.863,325.362,4,1,5,2.863,73.22,[0 0 0 ... 0 0 0]
TRAIN_0823,0.56,6.55,0.738,421.467,5,1,6,0.738,117.54,[0 0 0 ... 0 0 0]
TRAIN_0824,92.98,85.242,2.383,272.183,5,1,3,0.912,80.38,[0 0 0 ... 0 0 0]
TRAIN_0825,0.44,1.18,3.295,412.522,4,1,6,3.295,67.87,[0 0 0 ... 0 0 0]
TRAIN_0826,38.98,68.33,2.645,358.845,3,0,2,2.646,79.26,[0 0 0 ... 0 0 0]
TRAIN_0827,0.746,4.817,3.63,387.559,2,1,10,3.377,52.65,[0 0 0 ... 0 0 0]
TRAIN_0828,72.44,45.9,2.418,348.359,5,2,5,2.418,97.72,[0 0 0 ... 0 0 0]
TRAIN_0829,73.47,57.01,4.707,302.323,2,0,3,4.707,39.44,[0 0 0 ... 0 0 0]
TRAIN_0830,72.613,49.8,3.238,424.372,4,2,4,2.615,95.59,[0 0 0 ... 0 0 0]
TRAIN_0831,99.879,92.642,2.418,273.327,3,1,5,0.967,57.61,[1 0 0 ... 0 0 0]
TRAIN_0832,12.12,18.81,4.71,342.233,1,2,4,4.709,40.71,[0 0 0 ... 0 0 0]
TRAIN_0833,5.92,58.12,1.854,392.451,3,1,6,1.854,72.96,[0 0 0 ... 0 0 0]
TRAIN_0834,4.34,76.28,-3.772,595.643,13,4,14,-3.406,186.51,[0 0 0 ... 0 0 0]
TRAIN_0835,14.41,8.41,5.639,423.594,2,1,2,5.639,90.8,[0 0 0 ... 0 0 0]
TRAIN_0836,86.09,54.38,4.511,433.933,4,0,3,4.511,62.22,[0 0 0 ... 0 0 0]
TRAIN_0837,63.522,62.488,2.293,367.428,5,2,3,2.307,139.85,[0 0 0 ... 0 0 0]
TRAIN_0838,1.0,6.47,4.795,344.835,3,1,5,5.58,47.28,[0 0 0 ... 0 0 0]
TRAIN_0839,0.008,0.079,3.436,347.455,3,1,6,3.447,100.6,[0 0 0 ... 0 0 0]
TRAIN_0840,0.24,0.26,3.715,374.474,4,1,6,3.697,79.47,[0 0 1 ... 0 0 0]
TRAIN_0841,41.879,79.973,3.639,334.412,2,2,6,3.639,72.19,[0 1 0 ... 0 0 0]
TRAIN_0842,0.06,0.69,1.631,481.586,6,1,8,1.631,129.85,[0 0 0 ... 0 0 0]
TRAIN_0843,64.19,71.82,1.267,377.239,4,2,6,1.501,88.49,[0 0 0 ... 0 0 0]
TRAIN_0844,46.97,44.69,4.018,294.348,2,2,4,4.018,54.12,[0 0 0 ... 0 0 0]
TRAIN_0845,0.508,2.046,1.501,350.421,5,1,5,1.5,84.65,[0 0 0 ... 0 0 0]
TRAIN_0846,0.63,0.35,2.282,310.307,6,1,6,1.852,89.99,[0 0 0 ... 0 0 0]
TRAIN_0847,0.86,0.06,2.739,267.711,3,1,5,2.746,55.63,[0 0 0 ... 0 0 0]
TRAIN_0848,77.006,94.572,2.582,369.371,7,2,4,2.602,106.56,[0 0 0 ... 0 0 0]
TRAIN_0849,39.462,13.565,2.824,260.236,3,1,2,2.824,66.75,[0 0 0 ... 0 0 0]
TRAIN_0850,99.99,99.99,0.918,288.345,5,1,4,0.913,73.07,[0 0 0 ... 0 0 0]
TRAIN_0851,45.085,40.659,3.043,372.465,4,1,4,2.94,89.08,[0 0 0 ... 0 0 0]
TRAIN_0852,0.16,4.07,0.035,462.332,8,2,8,-0.55,105.53,[0 0 0 ... 0 0 0]
TRAIN_0853,4.39,5.12,2.679,291.412,2,2,2,2.7,96.24,[0 0 0 ... 0 0 0]
TRAIN_0854,18.08,27.57,0.536,342.372,5,1,4,0.584,112.66,[0 0 0 ... 0 1 1]
TRAIN_0855,92.19,73.98,-0.652,365.404,5,2,6,-0.652,127.18,[0 0 0 ... 0 0 0]
TRAIN_0856,0.451,0.298,0.724,315.143,4,0,3,0.724,87.74,[0 0 0 ... 0 0 0]
TRAIN_0857,6.625,10.666,4.675,426.306,3,3,5,4.675,74.25,[0 0 0 ... 0 0 0]
TRAIN_0858,31.309,19.472,3.549,254.345,3,1,8,2.095,82.61,[0 0 0 ... 0 0 0]
TRAIN_0859,2.86,35.86,2.484,252.336,4,0,4,2.474,73.56,[0 0 0 ... 0 0 0]
TRAIN_0860,12.86,8.37,3.606,447.483,7,1,6,3.54,99.64,[0 0 0 ... 0 0 0]
TRAIN_0861,2.04,3.15,1.89,329.304,5,0,3,1.89,78.21,[0 0 0 ... 0 0 0]
TRAIN_0862,34.943,19.298,1.451,341.451,5,1,5,-0.71,55.21,[0 0 0 ... 0 0 0]
TRAIN_0863,25.302,50.621,2.995,306.426,3,1,5,3.14,88.04,[0 0 0 ... 0 0 0]
TRAIN_0864,19.41,99.99,1.768,310.311,3,2,5,1.768,110.0,[0 0 0 ... 0 0 0]
TRAIN_0865,40.959,72.393,3.465,396.436,6,2,6,3.451,97.22,[0 0 0 ... 0 0 0]
TRAIN_0866,0.05,8.46,2.944,272.346,4,0,6,2.944,60.67,[0 0 0 ... 0 0 0]
TRAIN_0867,5.05,54.08,4.121,333.212,2,1,5,4.005,38.06,[0 0 0 ... 0 0 0]
TRAIN_0868,80.393,72.503,4.337,331.322,4,2,3,2.262,83.56,[0 0 0 ... 0 0 0]
TRAIN_0869,0.016,12.224,2.452,305.442,4,0,6,2.306,73.38,[0 0 0 ... 0 0 0]
TRAIN_0870,92.35,72.68,3.257,386.46,3,1,6,3.257,58.64,[0 0 1 ... 0 0 0]
TRAIN_0871,1.0,0.52,4.187,515.575,8,1,11,4.187,129.79,[0 0 0 ... 0 0 0]
TRAIN_0872,99.9,99.9,4.393,460.455,4,2,5,4.393,138.98,[0 0 0 ... 0 0 0]
TRAIN_0873,5.22,45.69,5.697,532.67,6,0,14,4.212,68.31,[0 0 1 ... 0 0 0]
TRAIN_0874,61.095,79.278,2.641,259.367,2,1,4,1.661,62.3,[0 0 0 ... 0 0 0]
TRAIN_0875,32.431,41.797,-0.331,275.306,3,2,2,-0.332,79.25,[0 0 0 ... 0 0 0]
TRAIN_0876,54.424,71.352,2.551,327.404,5,1,2,2.53,93.62,[0 0 0 ... 0 0 0]
TRAIN_0877,4.465,33.103,3.968,273.693,2,1,2,3.979,37.81,[0 0 0 ... 0 0 0]
TRAIN_0878,0.53,3.64,3.699,451.905,6,1,8,3.698,90.64,[0 0 0 ... 0 0 0]
TRAIN_0879,66.474,93.801,0.777,257.349,3,0,1,0.777,62.83,[0 0 1 ... 0 0 0]
TRAIN_0880,7.21,45.22,4.142,359.444,3,0,2,4.144,76.02,[0 0 0 ... 0 0 0]
TRAIN_0881,0.26,9.86,4.504,359.85,3,1,4,4.504,62.3,[0 0 0 ... 0 0 0]
TRAIN_0882,72.92,86.79,3.954,393.224,4,1,4,3.954,74.23,[0 0 0 ... 0 0 0]
TRAIN_0883,1.318,3.785,2.933,270.674,3,0,1,2.934,56.22,[0 0 0 ... 0 0 0]
TRAIN_0884,15.18,92.88,2.586,403.558,4,1,8,1.086,61.88,[0 0 2 ... 0 0 0]
TRAIN_0885,81.22,99.0,1.89,436.479,7,1,7,1.89,123.38,[0 0 0 ... 0 0 0]
TRAIN_0886,99.99,96.47,2.208,315.324,6,3,5,0.736,112.41,[0 0 0 ... 0 0 0]
TRAIN_0887,75.03,72.64,-0.658,276.309,5,1,6,-0.658,101.16,[0 0 0 ... 0 0 0]
TRAIN_0888,4.15,23.65,4.655,436.546,4,0,7,4.659,103.95,[0 0 0 ... 0 0 0]
TRAIN_0889,0.19,0.34,2.319,416.424,8,0,10,2.319,95.89,[0 0 0 ... 0 0 0]
TRAIN_0890,26.84,7.89,5.0,470.516,6,2,10,3.529,89.91,[0 0 0 ... 0 0 0]
TRAIN_0891,29.03,70.55,2.738,416.252,4,3,3,2.738,127.47,[0 0 0 ... 0 0 0]
TRAIN_0892,5.472,46.004,2.126,308.396,3,1,4,2.126,80.58,[0 0 0 ... 0 0 0]
TRAIN_0893,11.477,5.018,4.169,318.301,3,0,1,4.169,48.15,[0 0 0 ... 0 0 0]
TRAIN_0894,3.18,3.06,3.196,419.323,3,1,7,3.196,88.0,[0 1 0 ... 0 0 0]
TRAIN_0895,16.796,21.752,4.364,429.468,6,2,8,4.362,100.88,[0 0 0 ... 0 0 0]
TRAIN_0896,1.0,13.93,2.895,490.415,5,1,7,2.943,153.45,[0 0 0 ... 0 0 0]
TRAIN_0897,73.679,81.986,1.354,349.368,6,2,4,1.453,129.42,[0 0 0 ... 0 0 0]
TRAIN_0898,53.85,71.64,4.282,553.48,5,0,7,4.009,65.98,[0 0 0 ... 0 0 0]
TRAIN_0899,1.0,3.82,6.528,501.615,2,1,4,6.528,74.73,[0 0 0 ... 0 0 0]
TRAIN_0900,63.654,74.272,2.507,309.316,4,1,4,1.122,66.84,[0 0 0 ... 0 0 0]
TRAIN_0901,71.077,79.803,0.13,401.459,5,2,6,0.13,109.49,[0 0 0 ... 0 0 0]
TRAIN_0902,63.65,80.8,-0.735,349.425,5,1,4,-0.637,71.11,[0 0 0 ... 0 0 0]
TRAIN_0903,1.624,98.601,2.949,479.407,4,0,4,2.926,83.15,[0 0 0 ... 0 0 0]
TRAIN_0904,69.7,79.58,-0.821,388.466,6,0,5,-0.821,127.16,[0 0 0 ... 0 0 0]
TRAIN_0905,2.12,35.21,3.292,383.484,4,1,6,2.695,54.04,[0 0 0 ... 0 0 0]
TRAIN_0906,86.764,99.454,3.078,319.357,3,2,2,3.073,66.62,[0 0 0 ... 0 0 0]
TRAIN_0907,16.34,67.11,2.685,292.338,3,2,3,2.685,71.42,[0 0 0 ... 0 0 0]
TRAIN_0908,45.36,67.12,4.029,453.489,6,1,6,4.128,107.38,[0 0 0 ... 0 0 0]
TRAIN_0909,16.2,99.0,1.387,342.389,4,1,5,1.387,67.87,[0 0 0 ... 0 0 0]
TRAIN_0910,43.785,80.558,2.831,498.912,7,1,3,2.134,105.61,[0 0 0 ... 0 0 0]
TRAIN_0911,11.97,73.95,2.025,405.468,5,1,4,2.025,98.25,[0 0 1 ... 0 0 0]
TRAIN_0912,24.768,84.143,1.724,260.375,3,1,7,0.736,24.5,[0 0 0 ... 0 0 0]
TRAIN_0913,88.41,99.37,3.65,369.805,4,1,5,3.645,89.87,[0 0 0 ... 0 0 0]
TRAIN_0914,0.306,71.624,2.415,266.298,4,0,2,2.619,52.83,[0 0 0 ... 0 0 0]
TRAIN_0915,1.72,1.52,4.916,492.378,6,0,6,4.916,98.07,[0 0 0 ... 0 0 0]
TRAIN_0916,17.91,9.19,4.261,371.435,5,1,8,4.139,64.86,[0 0 0 ... 0 0 0]
TRAIN_0917,0.589,0.779,3.844,311.789,2,0,2,3.851,58.43,[0 0 0 ... 0 0 0]
TRAIN_0918,2.74,1.14,4.554,380.874,3,0,3,4.555,53.46,[0 0 0 ... 0 0 0]
TRAIN_0919,52.214,37.354,1.009,309.387,4,1,4,1.01,90.19,[0 0 0 ... 0 0 0]
TRAIN_0920,30.98,80.18,2.379,474.596,5,2,5,2.378,141.0,[0 0 0 ... 0 0 0]
TRAIN_0921,60.211,83.332,1.585,344.435,5,1,4,1.531,100.1,[0 0 0 ... 0 0 0]
TRAIN_0922,17.803,30.091,3.295,288.385,3,1,2,3.192,58.62,[0 0 0 ... 0 0 0]
TRAIN_0923,1.109,26.875,3.163,314.333,5,1,4,3.158,64.99,[0 0 0 ... 0 0 0]
TRAIN_0924,63.218,89.345,1.28,333.405,4,0,3,1.553,84.83,[0 0 0 ... 0 0 0]
TRAIN_0925,54.08,55.845,3.311,380.372,5,0,6,3.311,75.2,[0 0 0 ... 0 0 0]
TRAIN_0926,0.856,69.853,2.951,351.349,2,0,4,2.951,38.13,[0 0 0 ... 0 0 0]
TRAIN_0927,93.574,94.259,2.299,261.32,3,2,3,2.299,65.42,[0 0 0 ... 0 0 0]
TRAIN_0928,56.476,94.358,4.444,386.786,7,2,5,4.443,100.71,[0 0 0 ... 0 0 0]
TRAIN_0929,0.15,91.0,2.611,292.416,3,1,8,1.607,41.57,[0 0 0 ... 0 0 0]
TRAIN_0930,1.45,75.41,3.312,445.62,6,1,10,1.759,141.44,[0 0 0 ... 0 0 0]
TRAIN_0931,83.93,77.89,2.839,407.485,4,1,4,2.839,87.75,[0 0 0 ... 0 0 0]
TRAIN_0932,16.2,55.18,3.175,291.432,3,1,6,1.672,41.29,[0 0 1 ... 0 0 0]
TRAIN_0933,99.43,99.0,0.177,428.462,6,0,5,0.177,110.18,[0 0 0 ... 0 0 0]
TRAIN_0934,64.41,80.28,2.072,276.263,3,1,2,2.072,58.64,[0 0 0 ... 0 0 0]
TRAIN_0935,99.9,99.9,3.213,346.402,3,1,2,3.213,66.91,[0 0 0 ... 0 0 0]
TRAIN_0936,53.285,66.391,2.091,360.315,8,3,4,2.075,114.68,[0 0 0 ... 0 0 0]
TRAIN_0937,99.0,99.0,5.822,371.452,2,0,4,5.822,47.45,[0 0 0 ... 0 0 0]
TRAIN_0938,21.442,20.608,1.149,476.953,6,2,13,1.149,109.86,[0 0 0 ... 0 0 0]
TRAIN_0939,0.122,23.438,3.018,279.33,2,1,5,3.018,54.55,[0 0 0 ... 0 0 0]
TRAIN_0940,86.78,92.34,1.273,341.404,4,1,5,1.273,71.53,[0 0 1 ... 0 0 0]
TRAIN_0941,52.26,40.7,2.068,346.808,3,1,4,2.068,58.64,[0 1 0 ... 0 0 0]
TRAIN_0942,0.0,0.091,4.5,400.253,6,0,10,4.5,66.88,[0 0 0 ... 0 0 0]
TRAIN_0943,39.361,41.424,0.848,360.361,7,0,2,0.848,77.54,[0 0 0 ... 1 0 0]
TRAIN_0944,34.32,94.81,3.428,425.895,5,0,3,3.428,107.76,[0 0 0 ... 0 0 0]
TRAIN_0945,92.17,99.0,2.169,371.356,5,2,7,0.698,101.08,[0 0 0 ... 0 0 0]
TRAIN_0946,0.15,0.41,5.357,392.452,3,1,5,5.356,58.12,[0 0 0 ... 0 0 0]
TRAIN_0947,1.467,2.34,3.645,454.516,6,0,7,3.645,94.91,[0 0 0 ... 0 0 0]
TRAIN_0948,11.703,38.571,4.101,315.365,1,1,1,4.101,42.24,[0 0 0 ... 0 0 0]
TRAIN_0949,0.73,99.99,2.738,378.471,5,1,7,1.201,79.97,[0 0 0 ... 0 0 0]
TRAIN_0950,29.24,57.16,7.229,489.579,1,1,2,7.229,65.5,[0 0 0 ... 0 0 0]
TRAIN_0951,1.0,0.22,4.498,616.714,5,1,10,4.177,82.19,[0 0 0 ... 0 0 0]
TRAIN_0952,10.49,42.71,1.937,256.303,3,1,1,1.937,57.59,[0 0 0 ... 0 0 0]
TRAIN_0953,51.67,4.61,4.834,347.195,3,0,4,4.834,48.15,[0 0 0 ... 0 0 0]
TRAIN_0954,79.275,64.068,1.4,279.315,4,2,3,1.407,96.01,[0 0 0 ... 0 0 0]
TRAIN_0955,6.04,24.16,5.534,356.414,2,0,5,5.534,39.44,[0 0 0 ... 0 0 0]
TRAIN_0956,19.61,35.36,3.443,369.457,4,2,8,3.442,82.0,[0 0 0 ... 0 0 0]
TRAIN_0957,51.7,56.084,-1.787,267.238,5,4,3,-2.43,124.59,[0 0 0 ... 0 0 0]
TRAIN_0958,46.47,79.4,2.632,302.319,2,2,3,2.632,41.13,[0 0 0 ... 0 0 0]
TRAIN_0959,92.61,99.99,2.192,340.808,5,0,3,2.193,112.66,[0 0 0 ... 0 0 0]
TRAIN_0960,20.581,4.787,4.711,384.474,4,1,5,4.711,58.87,[0 0 0 ... 0 0 0]
TRAIN_0961,0.8,3.76,4.342,494.561,4,1,6,4.342,91.93,[0 0 0 ... 0 0 0]
TRAIN_0962,1.0,4.25,2.703,285.298,4,1,5,2.703,80.31,[0 0 0 ... 0 0 0]
TRAIN_0963,28.66,1.976,4.754,291.322,2,1,2,5.109,41.57,[0 0 0 ... 0 0 0]
TRAIN_0964,31.55,40.54,3.005,320.372,4,0,4,3.005,89.13,[0 0 0 ... 0 0 0]
TRAIN_0965,24.556,18.584,2.511,361.891,4,0,4,2.511,78.02,[0 0 0 ... 0 0 0]
TRAIN_0966,4.61,22.57,4.836,443.494,4,0,7,4.836,75.35,[0 0 0 ... 0 0 0]
TRAIN_0967,66.817,69.324,4.754,476.324,4,2,5,4.754,70.0,[0 1 0 ... 0 0 0]
TRAIN_0968,61.556,58.066,2.963,336.169,3,2,3,2.98,66.4,[0 0 0 ... 0 0 0]
TRAIN_0969,3.35,4.862,2.568,436.936,5,0,4,2.487,85.49,[0 0 0 ... 0 0 0]
TRAIN_0970,27.572,52.304,4.169,471.98,5,0,7,4.21,116.85,[0 0 0 ... 0 0 0]
TRAIN_0971,28.08,69.78,2.253,357.357,3,3,3,1.171,73.05,[0 0 0 ... 0 0 0]
TRAIN_0972,19.345,69.756,2.386,273.33,3,2,1,2.36,90.69,[0 0 0 ... 0 0 0]
TRAIN_0973,25.265,87.936,2.612,442.467,5,2,6,2.993,86.12,[0 0 0 ... 0 0 0]
TRAIN_0974,0.676,3.158,4.729,477.622,4,0,4,4.728,78.02,[0 0 1 ... 0 0 0]
TRAIN_0975,34.208,18.378,3.59,405.516,4,0,3,3.59,90.46,[0 0 0 ... 0 0 0]
TRAIN_0976,32.657,54.42,3.128,292.332,2,1,1,3.128,55.56,[0 0 0 ... 0 0 0]
TRAIN_0977,2.23,11.52,3.815,546.68,6,1,7,3.643,98.41,[0 0 0 ... 0 0 0]
TRAIN_0978,5.126,33.059,4.253,493.618,5,1,4,4.321,122.99,[0 0 0 ... 0 0 0]
TRAIN_0979,23.868,31.442,1.225,271.117,4,1,3,1.225,72.28,[0 0 0 ... 0 0 0]
TRAIN_0980,53.546,70.252,1.914,339.433,4,2,3,1.926,130.93,[0 0 0 ... 0 0 0]
TRAIN_0981,0.782,62.261,0.0,326.31,5,0,3,0.0,100.86,[0 0 0 ... 0 0 1]
TRAIN_0982,9.25,85.36,1.119,373.492,4,1,4,1.187,68.25,[0 0 1 ... 0 0 0]
TRAIN_0983,86.19,74.033,-3.608,625.713,12,6,12,-2.209,198.19,[0 0 0 ... 0 0 0]
TRAIN_0984,90.042,78.025,2.895,269.13,3,0,2,2.895,43.07,[0 0 0 ... 0 0 0]
TRAIN_0985,93.09,86.07,5.918,403.493,4,0,6,5.925,68.82,[0 0 0 ... 0 0 0]
TRAIN_0986,1.427,29.139,5.514,345.481,2,0,3,5.482,19.37,[0 0 0 ... 0 0 0]
TRAIN_0987,29.293,61.725,1.311,331.345,4,2,2,1.269,80.55,[0 0 0 ... 0 0 0]
TRAIN_0988,55.0,93.962,0.023,256.308,6,2,4,0.134,149.99,[0 0 0 ... 0 0 0]
TRAIN_0989,99.0,99.0,-1.784,250.297,5,1,3,-0.258,69.56,[0 0 0 ... 0 0 0]
TRAIN_0990,21.11,78.47,4.442,378.464,4,1,6,4.442,44.65,[0 0 0 ... 0 0 0]
TRAIN_0991,31.43,58.87,2.134,318.411,3,1,3,2.134,58.64,[0 0 2 ... 0 0 0]
TRAIN_0992,24.692,73.696,3.269,341.474,3,1,6,3.353,83.87,[0 0 0 ... 0 0 0]
TRAIN_0993,27.21,77.79,1.949,273.29,5,1,4,1.949,89.72,[0 0 0 ... 0 0 0]
TRAIN_0994,0.52,0.64,0.524,347.455,5,2,5,-0.656,81.07,[0 0 0 ... 0 0 0]
TRAIN_0995,38.41,99.0,4.278,509.556,5,1,7,4.278,102.38,[0 0 0 ... 0 0 0]
TRAIN_0996,6.292,33.995,2.401,252.294,3,1,1,2.401,82.7,[0 0 0 ... 0 0 0]
TRAIN_0997,23.879,61.436,2.407,344.408,4,2,7,2.407,83.03,[0 0 0 ... 0 0 0]
TRAIN_0998,99.99,99.99,0.94,287.357,3,0,3,0.94,36.01,[0 0 0 ... 0 0 0]
TRAIN_0999,4.01,13.05,4.239,291.344,2,0,2,4.239,29.54,[0 0 0 ... 0 0 0]
TRAIN_1000,31.223,43.963,3.103,430.339,4,1,4,3.126,87.75,[0 0 0 ... 0 0 0]
TRAIN_1001,8.897,0.235,5.134,511.988,5,2,5,5.132,71.81,[0 0 0 ... 0 0 0]
TRAIN_1002,17.49,82.97,2.568,298.159,2,2,1,2.479,109.71,[0 0 0 ... 0 0 0]
TRAIN_1003,3.75,0.2,3.994,436.467,3,1,7,3.994,58.64,[0 0 1 ... 0 0 0]
TRAIN_1004,93.1,99.99,1.494,399.487,5,1,6,1.482,89.35,[0 0 0 ... 0 0 0]
TRAIN_1005,2.23,19.49,3.038,307.303,3,0,3,2.622,68.34,[0 0 1 ... 0 0 0]
